Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cyprus,CYP,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,48000,82000,94000,212000,241000,427000,737000,844000,767000,857000,893000,970000,812000,1177000,1322000,2170000,3040000,3425000,3943000,2412000,2130000,2198000,2395000,2068000,1826000,1980000,2842000,1745000,1783000,2357000,4470000,3318000,3349000,3426000,6097000,5916000,7753000,10577000,11661000,9570000,9862000,10305000,10655000,10863000,10354000,
Dominica,DMA,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,216000,389000,1010000,1376000,1730000,2040000,1949000,1952000,1908000,2072000,2289000,2294000,2380000,2454000,2431000,3084000,4088000,3518000,3644000,4171000,10162000,6831000,9024000,10472000,6365000,6918000,6680000,6225000,5255000,4535000,4295000,7930000,6055000,6218000,
Denmark,DNK,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,13535000,14708000,17710000,21593000,25231000,34535000,36215000,51496000,65065000,82687000,180536000,235954000,206815000,178876000,164540000,186683000,228375000,146393000,183482000,122148000,87268000,106970000,149934000,147070000,210428000,175702000,199163000,201746000,194079000,206959000,265702000,246794000,268155000,267513000,321290000,270402000,371139000,501943000,519120000,462658000,478190000,631754000,962652000,1002728000,864836000,
Algeria,DZA,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,10134000,16489000,51614000,68695000,219539000,216796000,347502000,526187000,786343000,1489656000,1555597000,1764843000,1609472000,1410833000,1516667000,1525765000,1592184000,1635948000,1958524000,1889243000,2025494000,1947749000,2087892000,1784989000,1563624000,1831680000,2109720000,2048350000,1991921000,1816841000,1662565000,1423563000,1222242000,1088927000,1037968000,927773000,634583000,231419000,193663000,145733000,118787000,103642000,123119000,73032000,64548000,
East Asia & Pacific (developing only),EAP,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,162995000,219525000,282007000,369307000,506529000,684550000,985571000,1410929000,1907559000,2790479000,4492027000,6496616000,7435258000,7329413000,8487765000,8556940000,8482262000,9797590000,10970703000,12524640000,12498934000,13989564000,13548037000,14502151000,16785962000,20620060000,21970633000,24808930000,24409420000,24733361000,25277501000,23226260000,18467025000,19045885000,19905997000,17671221000,21811012000,25136937000,22239693000,18539322000,46300418000,51836311000,54666347000,23197223000,27167537000,
East Asia & Pacific (all income levels),EAS,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
